GEOID,State,Year,Type,GEO display_label,Households,Poverty Households,ALICE Households,Above ALICE Households,Source: American Community Survey,County
1267270,Florida,2023,Place,"Southchase CDP, Florida",4403,436,1265,2702,5-Year,"Orange County, Florida"
1267325,Florida,2023,Place,"South Daytona city, Florida",6285,1034,2467,2784,5-Year,"Volusia County, Florida"
1267355,Florida,2023,Place,"Southeast Arcadia CDP, Florida",2557,597,980,980,5-Year,"DeSoto County, Florida"
1267425,Florida,2023,Place,"Southgate CDP, Florida",2861,135,1134,1592,5-Year,"Sarasota County, Florida"
1267450,Florida,2023,Place,"South Gate Ridge CDP, Florida",2321,154,888,1279,5-Year,"Sarasota County, Florida"
1267462,Florida,2023,Place,"South Highpoint CDP, Florida",1602,384,561,657,5-Year,"Pinellas County, Florida"
1267550,Florida,2023,Place,"South Miami city, Florida",4728,715,1384,2629,5-Year,"Miami-Dade County, Florida"
1267575,Florida,2023,Place,"South Miami Heights CDP, Florida",11765,2262,4811,4692,5-Year,"Miami-Dade County, Florida"
1267650,Florida,2023,Place,"South Palm Beach town, Florida",998,137,342,519,5-Year,"Palm Beach County, Florida"
1267675,Florida,2023,Place,"South Pasadena city, Florida",3224,406,1581,1237,5-Year,"Pinellas County, Florida"
1267725,Florida,2023,Place,"South Patrick Shores CDP, Florida",2988,151,1023,1814,5-Year,"Brevard County, Florida"
1267887,Florida,2023,Place,"South Sarasota CDP, Florida",2185,212,636,1337,5-Year,"Sarasota County, Florida"
1268100,Florida,2023,Place,"South Venice CDP, Florida",7449,814,2622,4013,5-Year,"Sarasota County, Florida"
1268135,Florida,2023,Place,"Southwest Ranches town, Florida",2105,101,407,1597,5-Year,"Broward County, Florida"
1268275,Florida,2023,Place,"Springfield city, Florida",3489,410,1603,1476,5-Year,"Bay County, Florida"
1268375,Florida,2023,Place,"Spring Lake CDP, Florida",111,0,39,72,5-Year,"Hernando County, Florida"
1268435,Florida,2023,Place,"Spring Ridge CDP, Florida",135,0,65,70,5-Year,"Gilchrist County, Florida"
1268487,Florida,2023,Place,"Stacey Street CDP, Florida",145,38,50,57,5-Year,"Palm Beach County, Florida"
1268525,Florida,2023,Place,"Starke city, Florida",2067,815,474,778,5-Year,"Bradford County, Florida"
1268625,Florida,2023,Place,"Steinhatchee CDP, Florida",417,37,193,187,5-Year,"Taylor County, Florida"
1268800,Florida,2023,Place,"Stock Island CDP, Florida",1761,240,855,666,5-Year,"Monroe County, Florida"
1268875,Florida,2023,Place,"Stuart city, Florida",8195,1177,2994,4024,5-Year,"Martin County, Florida"
1268950,Florida,2023,Place,"Sugarmill Woods CDP, Florida",5222,592,1223,3407,5-Year,"Citrus County, Florida"
1269250,Florida,2023,Place,"Sun City Center CDP, Florida",16442,1690,6208,8544,5-Year,"Hillsborough County, Florida"
1269275,Florida,2023,Place,"Suncoast Estates CDP, Florida",1856,429,1101,326,5-Year,"Lee County, Florida"
1269555,Florida,2023,Place,"Sunny Isles Beach city, Florida",10285,1870,4150,4265,5-Year,"Miami-Dade County, Florida"
1269700,Florida,2023,Place,"Sunrise city, Florida",36779,5069,13972,17738,5-Year,"Broward County, Florida"
1269812,Florida,2023,Place,"Sunset CDP, Florida",5123,643,1544,2936,5-Year,"Miami-Dade County, Florida"
1270075,Florida,2023,Place,"Surfside town, Florida",2053,328,573,1152,5-Year,"Miami-Dade County, Florida"
1270345,Florida,2023,Place,"Sweetwater city, Florida",6261,1178,3121,1962,5-Year,"Miami-Dade County, Florida"
1270525,Florida,2023,Place,"Taft CDP, Florida",771,132,434,205,5-Year,"Orange County, Florida"
1270675,Florida,2023,Place,"Tamarac city, Florida",31115,4191,14678,12246,5-Year,"Broward County, Florida"
1270700,Florida,2023,Place,"Tamiami CDP, Florida",17676,2700,6104,8872,5-Year,"Miami-Dade County, Florida"
1271075,Florida,2023,Place,"Tangelo Park CDP, Florida",836,110,410,316,5-Year,"Orange County, Florida"
1271100,Florida,2023,Place,"Tangerine CDP, Florida",1274,44,338,892,5-Year,"Orange County, Florida"
1271150,Florida,2023,Place,"Tarpon Springs city, Florida",11543,1521,3995,6027,5-Year,"Pinellas County, Florida"
1271225,Florida,2023,Place,"Tavares city, Florida",8866,922,4187,3757,5-Year,"Lake County, Florida"
1271250,Florida,2023,Place,"Tavernier CDP, Florida",1009,128,538,343,5-Year,"Monroe County, Florida"
1271300,Florida,2023,Place,"Taylor Creek CDP, Florida",2183,477,1095,611,5-Year,"Okeechobee County, Florida"
1271400,Florida,2023,Place,"Temple Terrace city, Florida",11139,1069,4918,5152,5-Year,"Hillsborough County, Florida"
1271525,Florida,2023,Place,"Tequesta village, Florida",2690,197,793,1700,5-Year,"Palm Beach County, Florida"
1271564,Florida,2023,Place,"The Acreage CDP, Florida",12939,626,4013,8300,5-Year,"Palm Beach County, Florida"
1271567,Florida,2023,Place,"The Crossings CDP, Florida",8252,1010,2910,4332,5-Year,"Miami-Dade County, Florida"
1271569,Florida,2023,Place,"The Hammocks CDP, Florida",19593,2333,7138,10122,5-Year,"Miami-Dade County, Florida"
1271580,Florida,2023,Place,"The Meadows CDP, Florida",3171,318,1160,1693,5-Year,"Sarasota County, Florida"
1271625,Florida,2023,Place,"The Villages CDP, Florida",47211,2395,13281,31535,5-Year,"Sumter County, Florida"
1271725,Florida,2023,Place,"Thonotosassa CDP, Florida",5120,731,1953,2436,5-Year,"Hillsborough County, Florida"
1271741,Florida,2023,Place,"Three Lakes CDP, Florida",5316,574,1628,3114,5-Year,"Miami-Dade County, Florida"
1271758,Florida,2023,Place,"Three Oaks CDP, Florida",2061,194,365,1502,5-Year,"Lee County, Florida"
1271800,Florida,2023,Place,"Tice CDP, Florida",1670,283,900,487,5-Year,"Lee County, Florida"
1271825,Florida,2023,Place,"Tierra Verde CDP, Florida",1765,54,271,1440,5-Year,"Pinellas County, Florida"
1271842,Florida,2023,Place,"Tiger Point CDP, Florida",1302,17,135,1150,5-Year,"Santa Rosa County, Florida"
1271867,Florida,2023,Place,"Timber Pines CDP, Florida",3007,308,1421,1278,5-Year,"Hernando County, Florida"
1271900,Florida,2023,Place,"Titusville city, Florida",19645,2084,7990,9571,5-Year,"Brevard County, Florida"
1272145,Florida,2023,Place,"Town 'n' Country CDP, Florida",33085,3863,12973,16249,5-Year,"Hillsborough County, Florida"
1272325,Florida,2023,Place,"Treasure Island city, Florida",3776,212,1193,2371,5-Year,"Pinellas County, Florida"
1272350,Florida,2023,Place,"Trenton city, Florida",735,164,295,276,5-Year,"Gilchrist County, Florida"
1272425,Florida,2023,Place,"Trilby CDP, Florida",120,21,50,49,5-Year,"Pasco County, Florida"
1272442,Florida,2023,Place,"Trinity CDP, Florida",6934,412,1665,4857,5-Year,"Pasco County, Florida"
1272521,Florida,2023,Place,"Tropical Park CDP, Florida",935,389,382,164,5-Year,"Brevard County, Florida"
1273025,Florida,2023,Place,"Umatilla city, Florida",1714,193,876,645,5-Year,"Lake County, Florida"
1273075,Florida,2023,Place,"Union Park CDP, Florida",3660,499,1290,1871,5-Year,"Orange County, Florida"
1273163,Florida,2023,Place,"University CDP (Hillsborough County), Florida",19885,6880,9066,3939,5-Year,"Hillsborough County, Florida"
1273172,Florida,2023,Place,"University CDP (Orange County), Florida",8429,2034,2928,3467,5-Year,"Orange County, Florida"
1273312,Florida,2023,Place,"Upper Grand Lagoon CDP, Florida",7757,816,2274,4667,5-Year,"Bay County, Florida"
1273675,Florida,2023,Place,"Valparaiso city, Florida",1761,66,494,1201,5-Year,"Okaloosa County, Florida"
1273700,Florida,2023,Place,"Valrico CDP, Florida",14133,1236,3508,9389,5-Year,"Hillsborough County, Florida"
1273725,Florida,2023,Place,"Vamo CDP, Florida",1558,36,552,970,5-Year,"Sarasota County, Florida"
1273900,Florida,2023,Place,"Venice city, Florida",14166,1389,4993,7784,5-Year,"Sarasota County, Florida"
1273950,Florida,2023,Place,"Venice Gardens CDP, Florida",1410,79,610,721,5-Year,"Sarasota County, Florida"
1274016,Florida,2023,Place,"Verandah CDP, Florida",926,34,208,684,5-Year,"Lee County, Florida"
1274125,Florida,2023,Place,"Vernon city, Florida",308,73,116,119,5-Year,"Washington County, Florida"
1274150,Florida,2023,Place,"Vero Beach city, Florida",7368,1158,2502,3708,5-Year,"Indian River County, Florida"
1274200,Florida,2023,Place,"Vero Beach South CDP, Florida",11852,1018,4309,6525,5-Year,"Indian River County, Florida"
1274225,Florida,2023,Place,"Vero Lake Estates CDP, Florida",2331,363,868,1100,5-Year,"Indian River County, Florida"
1274235,Florida,2023,Place,"Verona Walk CDP, Florida",1553,99,749,705,5-Year,"Collier County, Florida"
1274368,Florida,2023,Place,"Viera East CDP, Florida",5177,172,1379,3626,5-Year,"Brevard County, Florida"
1274370,Florida,2023,Place,"Viera West CDP, Florida",7054,133,1742,5179,5-Year,"Brevard County, Florida"
1274400,Florida,2023,Place,"Vilano Beach CDP, Florida",1054,66,270,718,5-Year,"St. Johns County, Florida"
1274512,Florida,2023,Place,"Villas CDP, Florida",6917,845,3770,2302,5-Year,"Lee County, Florida"
1274562,Florida,2023,Place,"Vineyards CDP, Florida",1747,124,498,1125,5-Year,"Collier County, Florida"
1274575,Florida,2023,Place,"Virginia Gardens village, Florida",801,100,337,364,5-Year,"Miami-Dade County, Florida"
1274625,Florida,2023,Place,"Wabasso CDP, Florida",623,43,302,278,5-Year,"Indian River County, Florida"
1274635,Florida,2023,Place,"Wabasso Beach CDP, Florida",999,33,245,721,5-Year,"Indian River County, Florida"
1274700,Florida,2023,Place,"Wacissa CDP, Florida",211,0,29,182,5-Year,"Jefferson County, Florida"
1274775,Florida,2023,Place,"Wahneta CDP, Florida",1264,328,572,364,5-Year,"Polk County, Florida"
1274925,Florida,2023,Place,"Waldo city, Florida",550,99,340,111,5-Year,"Alachua County, Florida"
1274975,Florida,2023,Place,"Wallace CDP, Florida",1353,132,200,1021,5-Year,"Santa Rosa County, Florida"
1275175,Florida,2023,Place,"Warm Mineral Springs CDP, Florida",2674,269,1465,940,5-Year,"Sarasota County, Florida"
1275200,Florida,2023,Place,"Warrington CDP, Florida",6812,1331,2181,3300,5-Year,"Escambia County, Florida"
1275225,Florida,2023,Place,"Washington Park CDP, Florida",502,91,245,166,5-Year,"Broward County, Florida"
1275275,Florida,2023,Place,"Watergate CDP, Florida",1226,217,632,377,5-Year,"Palm Beach County, Florida"
1275300,Florida,2023,Place,"Watertown CDP, Florida",1328,356,680,292,5-Year,"Columbia County, Florida"
1275375,Florida,2023,Place,"Wauchula city, Florida",1827,651,565,611,5-Year,"Hardee County, Florida"
1275450,Florida,2023,Place,"Wausau town, Florida",212,68,66,78,5-Year,"Washington County, Florida"
1275475,Florida,2023,Place,"Waverly CDP, Florida",237,0,93,144,5-Year,"Polk County, Florida"
1275600,Florida,2023,Place,"Webster city, Florida",518,145,156,217,5-Year,"Sumter County, Florida"
1275612,Florida,2023,Place,"Wedgefield CDP, Florida",2683,124,495,2064,5-Year,"Orange County, Florida"
1275641,Florida,2023,Place,"Weeki Wachee Gardens CDP, Florida",414,127,106,181,5-Year,"Hernando County, Florida"
1275725,Florida,2023,Place,"Wekiwa Springs CDP, Florida",9536,540,2249,6747,5-Year,"Seminole County, Florida"
1275750,Florida,2023,Place,"Welaka town, Florida",537,132,146,259,5-Year,"Putnam County, Florida"
1275812,Florida,2023,Place,"Wellington village, Florida",21604,1311,5992,14301,5-Year,"Palm Beach County, Florida"
1275875,Florida,2023,Place,"Wesley Chapel CDP, Florida",23921,1831,6614,15476,5-Year,"Pasco County, Florida"
1276050,Florida,2023,Place,"West Bradenton CDP, Florida",1473,135,314,1024,5-Year,"Manatee County, Florida"
1276058,Florida,2023,Place,"West Canaveral Groves CDP, Florida",167,4,143,20,5-Year,"Brevard County, Florida"
1276062,Florida,2023,Place,"Westchase CDP, Florida",9783,818,2083,6882,5-Year,"Hillsborough County, Florida"
1276075,Florida,2023,Place,"Westchester CDP, Florida",17552,1984,6966,8602,5-Year,"Miami-Dade County, Florida"
1276087,Florida,2023,Place,"West DeLand CDP, Florida",1273,159,358,756,5-Year,"Volusia County, Florida"
1276290,Florida,2023,Place,"Westgate CDP, Florida",2368,573,1108,687,5-Year,"Palm Beach County, Florida"
1276417,Florida,2023,Place,"Westlake city, Florida",960,18,105,837,5-Year,"Palm Beach County, Florida"
1276481,Florida,2023,Place,"West Lealman CDP, Florida",7189,1283,3246,2660,5-Year,"Pinellas County, Florida"
1276487,Florida,2023,Place,"West Little River CDP, Florida",10256,2304,4539,3413,5-Year,"Miami-Dade County, Florida"
1276500,Florida,2023,Place,"West Melbourne city, Florida",10278,656,2907,6715,5-Year,"Brevard County, Florida"
1276525,Florida,2023,Place,"West Miami city, Florida",2624,409,1156,1059,5-Year,"Miami-Dade County, Florida"
1276582,Florida,2023,Place,"Weston city, Florida",21409,1158,3966,16285,5-Year,"Broward County, Florida"
1276658,Florida,2023,Place,"West Park city, Florida",4451,746,1916,1789,5-Year,"Broward County, Florida"
1276675,Florida,2023,Place,"West Pensacola CDP, Florida",8636,2043,3934,2659,5-Year,"Escambia County, Florida"
1276700,Florida,2023,Place,"West Perrine CDP, Florida",3089,638,1407,1044,5-Year,"Miami-Dade County, Florida"
1276740,Florida,2023,Place,"West Samoset CDP, Florida",2037,412,757,868,5-Year,"Manatee County, Florida"
1276937,Florida,2023,Place,"West Vero Corridor CDP, Florida",5556,726,2197,2633,5-Year,"Indian River County, Florida"
1276950,Florida,2023,Place,"Westview CDP, Florida",3627,788,1492,1347,5-Year,"Miami-Dade County, Florida"
1276975,Florida,2023,Place,"Westville town, Florida",116,26,32,58,5-Year,"Holmes County, Florida"
1277075,Florida,2023,Place,"Westwood Lakes CDP, Florida",3367,328,1163,1876,5-Year,"Miami-Dade County, Florida"
1277100,Florida,2023,Place,"Wewahitchka city, Florida",806,147,306,353,5-Year,"Gulf County, Florida"
1277137,Florida,2023,Place,"Whiskey Creek CDP, Florida",2335,239,594,1502,5-Year,"Lee County, Florida"
1277275,Florida,2023,Place,"White City CDP, Florida",1885,132,658,1095,5-Year,"St. Lucie County, Florida"
1277400,Florida,2023,Place,"White Springs town, Florida",318,108,70,140,5-Year,"Hamilton County, Florida"
1277467,Florida,2023,Place,"Whitfield CDP (Manatee County), Florida",1712,174,254,1284,5-Year,"Manatee County, Florida"
1277470,Florida,2023,Place,"Whitfield CDP (Santa Rosa County), Florida",153,7,70,76,5-Year,"Santa Rosa County, Florida"
1277675,Florida,2023,Place,"Wildwood city, Florida",8362,1010,2602,4750,5-Year,"Sumter County, Florida"
1277735,Florida,2023,Place,"Williamsburg CDP, Florida",3176,318,1139,1719,5-Year,"Orange County, Florida"
1277825,Florida,2023,Place,"Williston city, Florida",954,131,313,510,5-Year,"Levy County, Florida"
1277837,Florida,2023,Place,"Williston Highlands CDP, Florida",1196,132,254,810,5-Year,"Levy County, Florida"
1277862,Florida,2023,Place,"Willow Oak CDP, Florida",2212,538,705,969,5-Year,"Polk County, Florida"
1278000,Florida,2023,Place,"Wilton Manors city, Florida",6530,509,2512,3509,5-Year,"Broward County, Florida"
1278025,Florida,2023,Place,"Wimauma CDP, Florida",3442,639,1388,1415,5-Year,"Hillsborough County, Florida"
1278050,Florida,2023,Place,"Windermere town, Florida",1217,26,247,944,5-Year,"Orange County, Florida"
1278063,Florida,2023,Place,"Winding Cypress CDP, Florida",516,108,28,380,5-Year,"Collier County, Florida"
1278110,Florida,2023,Place,"Windsor CDP, Florida",137,0,0,137,5-Year,"Indian River County, Florida"
1278225,Florida,2023,Place,"Winter Beach CDP, Florida",1635,160,332,1143,5-Year,"Indian River County, Florida"
1278250,Florida,2023,Place,"Winter Garden city, Florida",15457,1290,3578,10589,5-Year,"Orange County, Florida"
1278275,Florida,2023,Place,"Winter Haven city, Florida",19691,3459,7068,9164,5-Year,"Polk County, Florida"
1278300,Florida,2023,Place,"Winter Park city, Florida",12653,1348,3341,7964,5-Year,"Orange County, Florida"
1278325,Florida,2023,Place,"Winter Springs city, Florida",15677,1198,4869,9610,5-Year,"Seminole County, Florida"
1278340,Florida,2023,Place,"Wiscon CDP, Florida",310,32,220,58,5-Year,"Hernando County, Florida"
1278500,Florida,2023,Place,"Woodlawn Beach CDP, Florida",1228,0,278,950,5-Year,"Santa Rosa County, Florida"
1278700,Florida,2023,Place,"Woodville CDP, Florida",1488,380,610,498,5-Year,"Leon County, Florida"
1278740,Florida,2023,Place,"World Golf Village CDP, Florida",8553,393,1826,6334,5-Year,"St. Johns County, Florida"
1278800,Florida,2023,Place,"Wright CDP, Florida",11161,1443,3515,6203,5-Year,"Okaloosa County, Florida"
1278900,Florida,2023,Place,"Yalaha CDP, Florida",671,18,274,379,5-Year,"Lake County, Florida"
1278925,Florida,2023,Place,"Yankeetown town, Florida",296,51,80,165,5-Year,"Levy County, Florida"
1278975,Florida,2023,Place,"Yeehaw Junction CDP, Florida",149,0,148,1,5-Year,"Osceola County, Florida"
1279175,Florida,2023,Place,"Yulee CDP, Florida",5887,679,1429,3779,5-Year,"Nassau County, Florida"
1279200,Florida,2023,Place,"Zellwood CDP, Florida",1204,101,535,568,5-Year,"Orange County, Florida"
1279225,Florida,2023,Place,"Zephyrhills city, Florida",7836,1158,4131,2547,5-Year,"Pasco County, Florida"
1279231,Florida,2023,Place,"Zephyrhills North CDP, Florida",1369,247,671,451,5-Year,"Pasco County, Florida"
1279237,Florida,2023,Place,"Zephyrhills South CDP, Florida",2631,584,1495,552,5-Year,"Pasco County, Florida"
1279243,Florida,2023,Place,"Zephyrhills West CDP, Florida",3027,329,1570,1128,5-Year,"Pasco County, Florida"
1279250,Florida,2023,Place,"Zolfo Springs town, Florida",550,140,175,235,5-Year,"Hardee County, Florida"
